ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-06-29,2.36378869254528,-75.78112703040368,51.47042830818531,2.36378869254528,2.36378869254528,-12.904830666843695,-12.904830666843695,-12.904830666843695,-0.14411885724566373,-0.14411885724566373,-0.14411885724566373,-12.76071180959803,-12.76071180959803,-12.76071180959803,0.0,0.0,0.0,-10.541041974298416
2010-06-30,2.372183445491066,-75.46709292828758,53.51048618027703,2.372183445491066,2.372183445491066,-12.16582773540301,-12.16582773540301,-12.16582773540301,0.007037805282199688,0.007037805282199688,0.007037805282199688,-12.172865540685208,-12.172865540685208,-12.172865540685208,0.0,0.0,0.0,-9.793644289911944
2010-07-01,2.380578198436852,-72.76264103691999,54.20905191430255,2.380578198436852,2.380578198436852,-12.35817175442448,-12.35817175442448,-12.35817175442448,-0.7764225259045882,-0.7764225259045882,-0.7764225259045882,-11.581749228519893,-11.581749228519893,-11.581749228519893,0.0,0.0,0.0,-9.977593555987628
2010-07-02,2.3889729513826383,-72.53085427235325,49.23850261200918,2.3889729513826383,2.3889729513826383,-12.589925987061894,-12.589925987061894,-12.589925987061894,-1.5915505664930216,-1.5915505664930216,-1.5915505664930216,-10.998375420568875,-10.998375420568875,-10.998375420568875,0.0,0.0,0.0,-10.200953035679255
2010-07-06,2.4225519631657826,-69.8721289471895,54.83789219080088,2.4225519631657826,2.4225519631657826,-9.1040973702852,-9.1040973702852,-9.1040973702852,-0.14411885724457565,-0.14411885724457565,-0.14411885724457565,-8.959978513040623,-8.959978513040623,-8.959978513040623,0.0,0.0,0.0,-6.681545407119417
2010-07-07,2.430946716111569,-70.7848650129116,54.14644198377471,2.430946716111569,2.430946716111569,-8.566512108568348,-8.566512108568348,-8.566512108568348,0.007037805283510757,0.007037805283510757,0.007037805283510757,-8.57354991385186,-8.57354991385186,-8.57354991385186,0.0,0.0,0.0,-6.13556539245678
2010-07-08,2.4393414690573554,-70.4554746306511,53.78191491061705,2.4393414690573554,2.4393414690573554,-9.028936850984524,-9.028936850984524,-9.028936850984524,-0.7764225259053102,-0.7764225259053102,-0.7764225259053102,-8.252514325079213,-8.252514325079213,-8.252514325079213,0.0,0.0,0.0,-6.589595381927168
2010-07-09,2.447736222003141,-69.60972388832744,55.54083859373115,2.447736222003141,2.447736222003141,-9.593970492032856,-9.593970492032856,-9.593970492032856,-1.5915505664948413,-1.5915505664948413,-1.5915505664948413,-8.002419925538014,-8.002419925538014,-8.002419925538014,0.0,0.0,0.0,-7.146234270029715
2010-07-12,2.4729204808404996,-67.48614564965618,53.98960200851638,2.4729204808404996,2.4729204808404996,-7.615874822352043,-7.615874822352043,-7.615874822352043,0.09055894212278029,0.09055894212278029,0.09055894212278029,-7.7064337644748235,-7.7064337644748235,-7.7064337644748235,0.0,0.0,0.0,-5.142954341511544
2010-07-13,2.481315233786286,-64.8844005374736,56.36451437491767,2.481315233786286,2.481315233786286,-7.90332512817471,-7.90332512817471,-7.90332512817471,-0.14411885724348758,-0.14411885724348758,-0.14411885724348758,-7.759206270931222,-7.759206270931222,-7.759206270931222,0.0,0.0,0.0,-5.422009894388424
2010-07-14,2.489709986732072,-68.58078186331785,60.514607097607566,2.489709986732072,2.489709986732072,-7.875836349713914,-7.875836349713914,-7.875836349713914,0.007037805281485981,0.007037805281485981,0.007037805281485981,-7.882874154995401,-7.882874154995401,-7.882874154995401,0.0,0.0,0.0,-5.386126362981843
